vid_name,vid_name_long,vid_location,year,river,transect,location,frame_rate,total_frames,video_length,number_of_splits,rand_order,EDA,notes
2017_Mudginberri_Billabong_2017_Transect_6_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 5/,2017,Mudginberri,Transect 6,Location 5,50,212400,70.8,18,0.585037609,no,
2018_Sandy_Billabong_2018_Transect_2_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 5/,2018,Sandy,Transect 2,Location 5,50,208330,69.44333333,18,0.584550948,no,
2017_Sandy_Billabong_2017_Transect_3_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 5/,2017,Sandy,Transect 3,Location 5,50,268995,89.665,23,0.582622262,no,
2018_Sandy_Billabong_2018_Transect_2_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 10/,2018,Sandy,Transect 2,Location 10,50,206896,68.96533333,18,0.579642205,no,
2017_Mudginberri_Billabong_2017_Transect_6_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 3/,2017,Mudginberri,Transect 6,Location 3,50,189181,63.06033333,16,0.578546991,no,
2016_Channels_2016_Mudginberri_Videos_Transect_1_Location_2_Camera_22,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 1_Location 2 Camera 22_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 1/Location 2 Camera 22/,2016,Mudginberri,Transect 1,Location 2,50,211590,70.53,18,0.575581808,no,
2016_Channels_2016_Mudginberri_Videos_Transect_1_Location_1_Camera_21,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 1_Location 1 Camera 21_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 1/Location 1 Camera 21/,2016,Mudginberri,Transect 1,Location 1,50,212091,70.697,18,0.574793711,no,
2017_Sandy_Billabong_2017_Transect_3_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 6/,2017,Sandy,Transect 3,Location 6,50,254110,84.70333333,22,0.567476932,no,
2018_Mudginberri_Billabong_2018_Transect_4_Location_8,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 8_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 8/,2018,Mudginberri,Transect 4,Location 8,47.95204795,286036,99.41737361,25,0.565841281,no,
2016_Channels_2016_Mudginberri_Videos_Transect_2_Location_2_Camera_1,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 2_Location 2 Camera 1_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 2/Location 2 Camera 1/,2016,Mudginberri,Transect 2,Location 2,50,233247,77.749,20,0.553351461,no,
2016_Channels_2016_Mudginberri_Videos_Transect_6_(bad_resolution)_Location_6_Camera_15,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 6 (bad resolution)_Location 6 Camera 15_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 6 (bad resolution)/Location 6 Camera 15/,2016,Mudginberri,Transect 6,Location 6,50,201130,67.04333333,17,0.549798317,no,bad resolution
2017_Sandy_Billabong_2017_Transect_6_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 6/,2017,Sandy,Transect 6,Location 6,50,280481,93.49366667,24,0.547252063,no,
2016_Channels_2016_Mudginberri_Videos_Transect_4_Location_5_Camera_10,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 4_Location 5 Camera 10_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 4/Location 5 Camera 10/,2016,Mudginberri,Transect 4,Location 5,50,230990,76.99666667,20,0.539397898,no,
2017_Mudginberri_Billabong_2017_Transect_1_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 1_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 1/Location 7/,2017,Mudginberri,Transect 1,Location 7,50,227782,75.92733333,19,0.533808786,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_5_Location_4_Camera_15,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 5_Location 4 Camera 15_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 5/Location 4 Camera 15/,2016,Sandy,Transect 5,Location 4,50,263201,87.73366667,22,0.530740453,no,
2017_Mudginberri_Billabong_2017_Transect_3_Location_2,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 2_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 2/,2017,Mudginberri,Transect 3,Location 2,50,211295,70.43166667,18,0.52974318,no,
2017_Sandy_Billabong_2017_Transect_2_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 6/,2017,Sandy,Transect 2,Location 6,50,210360,70.12,18,0.527858953,no,
2018_Mudginberri_Billabong_2018_Transect_1_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 5/,2018,Mudginberri,Transect 1,Location 5,50,238715,79.57166667,20,0.525745209,no,
2018_Mudginberri_Billabong_2018_Transect_1_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 7/,2018,Mudginberri,Transect 1,Location 7,50,213345,71.115,18,0.525541164,no,
2016_Channels_2016_Mudginberri_Videos_Transect_4_Location_4_Camera_6,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 4_Location 4 Camera 6_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 4/Location 4 Camera 6/,2016,Mudginberri,Transect 4,Location 4,50,228434,76.14466667,20,0.523883046,no,
2018_Sandy_Billabong_2018_Transect_1_Location_2,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 2_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 2/,2018,Sandy,Transect 1,Location 2,50,245173,81.72433333,21,0.522805654,no,
2018_Sandy_Billabong_2018_Transect_1_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 3/,2018,Sandy,Transect 1,Location 3,50,233597,77.86566667,20,0.521382741,no,
2017_Sandy_Billabong_2017_Transect_2_Location_9,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 9_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 9/,2017,Sandy,Transect 2,Location 9,50,207740,69.24666667,18,0.520262892,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_6_Location_2_Camera_12,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 6_Location 2 Camera 12_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 6/Location 2 Camera 12/,2016,Sandy,Transect 6,Location 2,50,286699,95.56633333,24,0.514302556,no,
2016_Channels_2016_Mudginberri_Videos_Transect_6_(bad_resolution)_Location_9_Camera_12,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 6 (bad resolution)_Location 9 Camera 12_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 6 (bad resolution)/Location 9 Camera 12/,2016,Mudginberri,Transect 6,Location 9,50,198619,66.20633333,17,0.511565221,no,bad resolution
2017_Sandy_Billabong_2017_Transect_2_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 5/,2017,Sandy,Transect 2,Location 5,50,210441,70.147,18,0.510963563,no,
2018_Sandy_Billabong_2018_Transect_6_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 6_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 6/Location 10/,2018,Sandy,Transect 6,Location 10,50,200863,66.95433333,17,0.501613896,no,
2018_Sandy_Billabong_2018_Transect_4_Location_8,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 8_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 8/,2018,Sandy,Transect 4,Location 8,50,219308,73.10266667,19,0.500320791,no,
2018_Sandy_Billabong_2018_Transect_2_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 1/,2018,Sandy,Transect 2,Location 1,50,212400,70.8,18,0.497996341,no,
2018_Sandy_Billabong_2018_Transect_6_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 6_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 6/Location 4/,2018,Sandy,Transect 6,Location 4,50,214546,71.51533333,18,0.497869353,no,
2018_Sandy_Billabong_2018_Transect_3_Location_2,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 2_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 2/,2018,Sandy,Transect 3,Location 2,50,226278,75.426,19,0.495112256,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_2_Location_9_Camera_16,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 2_Location 9 Camera 16_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 2/Location 9 Camera 16/,2016,Sandy,Transect 2,Location 9,50,229405,76.46833333,20,0.495046689,no,
2018_Mudginberri_Billabong_2018_Transect_4_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 5/,2018,Mudginberri,Transect 4,Location 5,50,224475,74.825,19,0.494768001,no,
2017_Sandy_Billabong_2017_Transect_5_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 7/,2017,Sandy,Transect 5,Location 7,50,289857,96.619,25,0.494097288,no,
2017_Sandy_Billabong_2017_Transect_3_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 10/,2017,Sandy,Transect 3,Location 10,50,275422,91.80733333,23,0.486185729,no,
2018_Sandy_Billabong_2018_Transect_4_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 10/,2018,Sandy,Transect 4,Location 10,50,217655,72.55166667,19,0.484243298,no,
2018_Sandy_Billabong_2018_Transect_3_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 1/,2018,Sandy,Transect 3,Location 1,50,242470,80.82333333,21,0.483435855,no,
2017_Sandy_Billabong_2017_Transect_4_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 1/,2017,Sandy,Transect 4,Location 1,50,275941,91.98033333,23,0.478298156,no,
2018_Sandy_Billabong_2018_Transect_6_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 6_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 6/Location 1/,2018,Sandy,Transect 6,Location 1,50,199506,66.502,17,0.477553369,no,
2017_Mudginberri_Billabong_2017_Transect_3_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 1/,2017,Mudginberri,Transect 3,Location 1,50,207201,69.067,18,0.475137715,no,
2017_Mudginberri_Billabong_2017_Transect_5_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 7/,2017,Mudginberri,Transect 5,Location 7,50,206135,68.71166667,18,0.474262001,no,
2018_Mudginberri_Billabong_2018_Transect_2_Location_8,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 8_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 8/,2018,Mudginberri,Transect 2,Location 8,50,202160,67.38666667,17,0.472875259,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_1_Location_4_Camera_14,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 1_Location 4 Camera 14_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 1/Location 4 Camera 14/,2016,Sandy,Transect 1,Location 4,50,225273,75.091,19,0.472363118,no,
2017_Sandy_Billabong_2017_Transect_1_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 3/,2017,Sandy,Transect 1,Location 3,50,264690,88.23,23,0.471037397,no,
2016_Channels_2016_Mudginberri_Videos_Transect_4_Location_2_Camera_1,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 4_Location 2 Camera 1_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 4/Location 2 Camera 1/,2016,Mudginberri,Transect 4,Location 2,50,229635,76.545,20,0.470718338,no,
2018_Mudginberri_Billabong_2018_Transect_4_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 1/,2018,Mudginberri,Transect 4,Location 1,50,227478,75.826,19,0.470429549,no,
2018_Mudginberri_Billabong_2018_Transect_4_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 4/,2018,Mudginberri,Transect 4,Location 4,50,220264,73.42133333,19,0.460545542,no,
2017_Sandy_Billabong_2017_Transect_1_Location_9,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 9_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 9/,2017,Sandy,Transect 1,Location 9,50,299130,99.71,25,0.456750464,no,
2018_Sandy_Billabong_2018_Transect_1_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 10/,2018,Sandy,Transect 1,Location 10,50,226421,75.47366667,19,0.440671453,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_3_Location_6_Camera_4,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 3_Location 6 Camera 4_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 3/Location 6 Camera 4/,2016,Sandy,Transect 3,Location 6,50,275064,91.688,23,0.43893245,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_4_Location_5_Camera_10,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 4_Location 5 Camera 10_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 4/Location 5 Camera 10/,2016,Sandy,Transect 4,Location 5,50,262115,87.37166667,22,0.435608085,no,
2017_Mudginberri_Billabong_2017_Transect_6_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 10/,2017,Mudginberri,Transect 6,Location 10,50,212400,70.8,18,0.431487222,no,
2018_Sandy_Billabong_2018_Transect_5_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 10/,2018,Sandy,Transect 5,Location 10,50,240966,80.322,21,0.430488598,no,
2017_Sandy_Billabong_2017_Transect_5_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 3/,2017,Sandy,Transect 5,Location 3,47.95204795,310399,107.885208,27,0.428545009,no,
2016_Channels_2016_Mudginberri_Videos_Transect_1_Location_7_Camera_14,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 1_Location 7 Camera 14_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 1/Location 7 Camera 14/,2016,Mudginberri,Transect 1,Location 7,50,229384,76.46133333,20,0.42737747,no,
2016_Channels_2016_Mudginberri_Videos_Transect_6_(bad_resolution)_Location_2_Camera_17,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 6 (bad resolution)_Location 2 Camera 17_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 6 (bad resolution)/Location 2 Camera 17/,2016,Mudginberri,Transect 6,Location 2,50,212400,70.8,18,0.425866733,no,bad resolution
2017_Mudginberri_Billabong_2017_Transect_4_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 6/,2017,Mudginberri,Transect 4,Location 6,50,214096,71.36533333,18,0.415452331,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_5_Location_5_Camera_21,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 5_Location 5 Camera 21_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 5/Location 5 Camera 21/,2016,Sandy,Transect 5,Location 5,50,258548,86.18266667,22,0.414975176,no,
2016_Channels_2016_Mudginberri_Videos_Transect_1_Location_9_Camera_18,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 1_Location 9 Camera 18_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 1/Location 9 Camera 18/,2016,Mudginberri,Transect 1,Location 9,50,221422,73.80733333,19,0.409148974,no,
2018_Mudginberri_Billabong_2018_Transect_1_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 10/,2018,Mudginberri,Transect 1,Location 10,50,209987,69.99566667,18,0.408426888,no,
2016_Channels_2016_Mudginberri_Videos_Transect_4_Location_9_Camera_5,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 4_Location 9 Camera 5_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 4/Location 9 Camera 5/,2016,Mudginberri,Transect 4,Location 9,50,204718,68.23933333,18,0.406240874,no,
2016_Channels_2016_Mudginberri_Videos_Transect_3_Location_5_Camera_6,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 3_Location 5 Camera 6_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 3/Location 5 Camera 6/,2016,Mudginberri,Transect 3,Location 5,50,212400,70.8,18,0.405084626,no,
2016_Channels_2016_Mudginberri_Videos_Transect_5_Location_6_Camera_14,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 5_Location 6 Camera 14_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 5/Location 6 Camera 14/,2016,Mudginberri,Transect 5,Location 6,50,215199,71.733,18,0.403855589,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_4_Location_9_Camera_5,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 4_Location 9 Camera 5_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 4/Location 9 Camera 5/,2016,Sandy,Transect 4,Location 9,50,268237,89.41233333,23,0.403748521,no,
2018_Mudginberri_Billabong_2018_Transect_1_Location_9,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 9_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 9/,2018,Mudginberri,Transect 1,Location 9,50,218156,72.71866667,19,0.401140846,no,
2017_Mudginberri_Billabong_2017_Transect_6_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 7/,2017,Mudginberri,Transect 6,Location 7,50,212400,70.8,18,0.395988778,no,
2018_Mudginberri_Billabong_2018_Transect_1_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 6/,2018,Mudginberri,Transect 1,Location 6,50,246231,82.077,21,0.395530845,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_6_Location_3_Camera_7,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 6_Location 3 Camera 7_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 6/Location 3 Camera 7/,2016,Sandy,Transect 6,Location 3,50,276875,92.29166667,24,0.391261371,no,
2017_Sandy_Billabong_2017_Transect_5_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 6/,2017,Sandy,Transect 5,Location 6,50,280280,93.42666667,24,0.388260574,no,
2016_Channels_2016_Mudginberri_Videos_Transect_1_Location_8_Camera_17,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 1_Location 8 Camera 17_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 1/Location 8 Camera 17/,2016,Mudginberri,Transect 1,Location 8,50,231014,77.00466667,20,0.388200371,no,
2016_Channels_2016_Mudginberri_Videos_Transect_2_Location_3_Camera_4,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 2_Location 3 Camera 4_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 2/Location 3 Camera 4/,2016,Mudginberri,Transect 2,Location 3,50,159300,53.1,14,0.387516984,no,
2017_Mudginberri_Billabong_2017_Transect_4_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 3/,2017,Mudginberri,Transect 4,Location 3,50,232142,77.38066667,20,0.38531092,no,
2017_Mudginberri_Billabong_2017_Transect_5_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 6/,2017,Mudginberri,Transect 5,Location 6,50,205554,68.518,18,0.385284321,no,
2016_Channels_2016_Mudginberri_Videos_Transect_4_Location_3_Camera_3,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 4_Location 3 Camera 3_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 4/Location 3 Camera 3/,2016,Mudginberri,Transect 4,Location 3,50,226828,75.60933333,19,0.38479531,no,
