vid_name,vid_name_long,vid_location,year,river,transect,location,frame_rate,total_frames,video_length,number_of_splits,rand_order,EDA,notes
2017_Mudginberri_Billabong_2017_Transect_1_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 1_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 1/Location 4/,2017,Mudginberri,Transect 1,Location 4,50,200859,66.953,17,0.804642166,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_3_Location_8_Camera_7,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 3_Location 8 Camera 7_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 3/Location 8 Camera 7/,2016,Sandy,Transect 3,Location 8,50,295425,98.475,25,0.803344824,no,
2016_Channels_2016_Mudginberri_Videos_Transect_6_(bad_resolution)_Location_4_Camera_22,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 6 (bad resolution)_Location 4 Camera 22_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 6 (bad resolution)/Location 4 Camera 22/,2016,Mudginberri,Transect 6,Location 4,50,206124,68.708,18,0.800489631,no,bad resolution
2016_Channels_2016_Sandy_Videos_Sandy_Transect_6_Location_4_Camera_6,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 6_Location 4 Camera 6_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 6/Location 4 Camera 6/,2016,Sandy,Transect 6,Location 4,50,174238,58.07933333,15,0.799426644,no,
2018_Sandy_Billabong_2018_Transect_3_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 5/,2018,Sandy,Transect 3,Location 5,50,202371,67.457,17,0.79719479,no,
2018_Mudginberri_Billabong_2018_Transect_3_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 3/,2018,Mudginberri,Transect 3,Location 3,50,213441,71.147,18,0.795891549,no,
2018_Mudginberri_Billabong_2018_Transect_3_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 10/,2018,Mudginberri,Transect 3,Location 10,50,206423,68.80766667,18,0.793425077,no,
2018_Sandy_Billabong_2018_Transect_1_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 6/,2018,Sandy,Transect 1,Location 6,50,227833,75.94433333,19,0.792864071,no,
2018_Sandy_Billabong_2018_Transect_5_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 7/,2018,Sandy,Transect 5,Location 7,47.95204795,232919,80.95552743,21,0.790189071,no,
2017_Mudginberri_Billabong_2017_Transect_2_Location_2,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 2_Location 2_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 2/Location 2/,2017,Mudginberri,Transect 2,Location 2,50,212400,70.8,18,0.789065432,no,
2017_Mudginberri_Billabong_2017_Transect_5_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 3/,2017,Mudginberri,Transect 5,Location 3,50,206459,68.81966667,18,0.787970128,no,
2018_Mudginberri_Billabong_2018_Transect_3_Location_9,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 9_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 9/,2018,Mudginberri,Transect 3,Location 9,47.95204795,275831,95.87042743,24,0.782203192,no,
2018_Sandy_Billabong_2018_Transect_2_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 6/,2018,Sandy,Transect 2,Location 6,50,209433,69.811,18,0.776515654,no,
2018_Sandy_Billabong_2018_Transect_6_Location_8,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 6_Location 8_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 6/Location 8/,2018,Sandy,Transect 6,Location 8,50,213091,71.03033333,18,0.773707582,no,
2016_Channels_2016_Mudginberri_Videos_Transect_6_(bad_resolution)_Location_1_Camera_7,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 6 (bad resolution)_Location 1 Camera 7_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 6 (bad resolution)/Location 1 Camera 7/,2016,Mudginberri,Transect 6,Location 1,50,222621,74.207,19,0.77046962,no,bad resolution
2017_Mudginberri_Billabong_2017_Transect_2_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 2_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 2/Location 7/,2017,Mudginberri,Transect 2,Location 7,50,194293,64.76433333,17,0.770246772,no,
2016_Channels_2016_Mudginberri_Videos_Transect_1_Location_4_Camera_12,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 1_Location 4 Camera 12_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 1/Location 4 Camera 12/,2016,Mudginberri,Transect 1,Location 4,50,232490,77.49666667,20,0.77010882,no,
2017_Sandy_Billabong_2017_Transect_1_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 5/,2017,Sandy,Transect 1,Location 5,50,276570,92.19,24,0.766468591,no,
2017_Mudginberri_Billabong_2017_Transect_3_Location_8,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 8_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 8/,2017,Mudginberri,Transect 3,Location 8,50,212400,70.8,18,0.762897291,no,
2016_Channels_2016_Mudginberri_Videos_Transect_5_Location_8_Camera_15,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 5_Location 8 Camera 15_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 5/Location 8 Camera 15/,2016,Mudginberri,Transect 5,Location 8,50,212746,70.91533333,18,0.761155618,no,
2017_Sandy_Billabong_2017_Transect_4_Location_2,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 2_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 2/,2017,Sandy,Transect 4,Location 2,50,277001,92.33366667,24,0.756679278,no,
2018_Mudginberri_Billabong_2018_Transect_3_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 4/,2018,Mudginberri,Transect 3,Location 4,50,215848,71.94933333,18,0.756001586,no,
2017_Sandy_Billabong_2017_Transect_2_Location_2,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 2_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 2/,2017,Sandy,Transect 2,Location 2,50,215819,71.93966667,18,0.745142585,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_3_Location_1_Camera_9,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 3_Location 1 Camera 9_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 3/Location 1 Camera 9/,2016,Sandy,Transect 3,Location 1,50,290307,96.769,25,0.73861219,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_2_Location_1_Camera_20,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 2_Location 1 Camera 20_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 2/Location 1 Camera 20/,2016,Sandy,Transect 2,Location 1,50,250241,83.41366667,21,0.736288612,no,
2018_Mudginberri_Billabong_2018_Transect_1_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 4/,2018,Mudginberri,Transect 1,Location 4,50,234506,78.16866667,20,0.734396899,no,
2017_Sandy_Billabong_2017_Transect_1_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 7/,2017,Sandy,Transect 1,Location 7,50,260777,86.92566667,22,0.728691057,no,
2017_Mudginberri_Billabong_2017_Transect_4_Location_9,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 9_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 9/,2017,Mudginberri,Transect 4,Location 9,50,247184,82.39466667,21,0.722386148,no,
2018_Mudginberri_Billabong_2018_Transect_3_Location_6,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 6_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 6/,2018,Mudginberri,Transect 3,Location 6,50,210333,70.111,18,0.714589332,no,
2018_Sandy_Billabong_2018_Transect_3_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 10/,2018,Sandy,Transect 3,Location 10,50,205872,68.624,18,0.713583705,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_6_Location_1_Camera_3,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 6_Location 1 Camera 3_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 6/Location 1 Camera 3/,2016,Sandy,Transect 6,Location 1,50,1617,0.539,1,0.706747901,no,removed - not long enough
2016_Channels_2016_Mudginberri_Videos_Transect_1_Location_10_Camera_15,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 1_Location 10 Camera 15_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 1/Location 10 Camera 15/,2016,Mudginberri,Transect 1,Location 10,50,231088,77.02933333,20,0.706747434,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_4_Location_6_Camera_8,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 4_Location 6 Camera 8_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 4/Location 6 Camera 8/,2016,Sandy,Transect 4,Location 6,50,264613,88.20433333,23,0.702607281,no,
2017_Sandy_Billabong_2017_Transect_5_Location_2,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 2_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 2/,2017,Sandy,Transect 5,Location 2,50,276069,92.023,24,0.701167413,no,
2017_Mudginberri_Billabong_2017_Transect_3_Location_9,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 9_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 9/,2017,Mudginberri,Transect 3,Location 9,50,213251,71.08366667,18,0.700752577,no,
2016_Channels_2016_Mudginberri_Videos_Transect_3_Location_2_Camera_1,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 3_Location 2 Camera  1_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 3/Location 2 Camera  1/,2016,Mudginberri,Transect 3,Location 2,50,180535,60.17833333,16,0.69527619,no,
2018_Sandy_Billabong_2018_Transect_3_Location_9,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 9_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 9/,2018,Sandy,Transect 3,Location 9,50,191835,63.945,16,0.693308322,no,
2017_Mudginberri_Billabong_2017_Transect_3_Location_7,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 7_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 7/,2017,Mudginberri,Transect 3,Location 7,50,212400,70.8,18,0.692277311,no,
2018_Sandy_Billabong_2018_Transect_4_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 3/,2018,Sandy,Transect 4,Location 3,47.95204795,302692,105.2064903,27,0.68985071,no,
2018_Sandy_Billabong_2018_Transect_3_Location_8,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 8_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 8/,2018,Sandy,Transect 3,Location 8,50,213793,71.26433333,18,0.689548789,no,
2018_Sandy_Billabong_2018_Transect_5_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 4/,2018,Sandy,Transect 5,Location 4,50,250453,83.48433333,21,0.689256736,no,
2018_Sandy_Billabong_2018_Transect_3_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 3/,2018,Sandy,Transect 3,Location 3,50,233497,77.83233333,20,0.688995595,no,
2017_Sandy_Billabong_2017_Transect_2_Location_8,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 8_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 8/,2017,Sandy,Transect 2,Location 8,50,209893,69.96433333,18,0.68686017,no,
2017_Sandy_Billabong_2017_Transect_5_Location_8,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 8_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 8/,2017,Sandy,Transect 5,Location 8,50,291070,97.02333333,25,0.686203563,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_1_Location_10_Camera_C1,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 1_Location 10 Camera C1_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 1/Location 10 Camera C1/,2016,Sandy,Transect 1,Location 10,50,208588,69.52933333,18,0.681321837,no,
2016_Channels_2016_Mudginberri_Videos_Transect_5_Location_7_Camera_17,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 5_Location 7 Camera 17_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 5/Location 7 Camera 17/,2016,Mudginberri,Transect 5,Location 7,50,225209,75.06966667,19,0.676140923,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_6_Location_6_Camera_10,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 6_Location 6 Camera 10_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 6/Location 6 Camera 10/,2016,Sandy,Transect 6,Location 6,50,281334,93.778,24,0.667353178,no,
2017_Mudginberri_Billabong_2017_Transect_5_Location_2,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 2_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 2/,2017,Mudginberri,Transect 5,Location 2,50,211250,70.41666667,18,0.666292714,no,
2018_Mudginberri_Billabong_2018_Transect_2_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 5/,2018,Mudginberri,Transect 2,Location 5,50,218907,72.969,19,0.66260476,no,
2017_Sandy_Billabong_2017_Transect_1_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 4/,2017,Sandy,Transect 1,Location 4,50,284538,94.846,24,0.65542849,no,
2016_Channels_2016_Mudginberri_Videos_Transect_4_Location_10_Camera_9,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 4_Location 10 Camera 9_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 4/Location 10 Camera 9/,2016,Mudginberri,Transect 4,Location 10,50,213343,71.11433333,18,0.650405662,no,
2018_Mudginberri_Billabong_2018_Transect_2_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 3/,2018,Mudginberri,Transect 2,Location 3,50,193339,64.44633333,17,0.646006165,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_2_Location_7_Camera_15,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 2_Location 7 Camera 15_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 2/Location 7 Camera 15/,2016,Sandy,Transect 2,Location 7,50,249738,83.246,21,0.643341065,no,
2017_Sandy_Billabong_2017_Transect_1_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 1/,2017,Sandy,Transect 1,Location 1,50,249340,83.11333333,21,0.642846622,no,
2016_Channels_2016_Mudginberri_Videos_Transect_5_Location_10_Camera_16,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 5_Location 10 Camera 16_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 5/Location 10 Camera 16/,2016,Mudginberri,Transect 5,Location 10,50,210587,70.19566667,18,0.638775232,no,
2016_Channels_2016_Mudginberri_Videos_Transect_6_(bad_resolution)_Location_3_Camera_19,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 6 (bad resolution)_Location 3 Camera 19_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 6 (bad resolution)/Location 3 Camera 19/,2016,Mudginberri,Transect 6,Location 3,50,212400,70.8,18,0.637848833,no,bad resolution
2018_Mudginberri_Billabong_2018_Transect_2_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 1/,2018,Mudginberri,Transect 2,Location 1,50,228684,76.228,20,0.63711225,no,
2017_Sandy_Billabong_2017_Transect_4_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 5/,2017,Sandy,Transect 4,Location 5,50,271898,90.63266667,23,0.630478291,no,
2017_Mudginberri_Billabong_2017_Transect_5_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 4/,2017,Mudginberri,Transect 5,Location 4,50,201793,67.26433333,17,0.627700172,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_6_Location_8_Camera_8,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 6_Location 8 Camera 8_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 6/Location 8 Camera 8/,2016,Sandy,Transect 6,Location 8,50,272261,90.75366667,23,0.627640265,no,
2016_Channels_2016_Mudginberri_Videos_Transect_3_Location_9_Camera_9,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Mudginberri Videos_Transect 3_Location 9 Camera 9_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Mudginberri Videos/Transect 3/Location 9 Camera 9/,2016,Mudginberri,Transect 3,Location 9,50,232895,77.63166667,20,0.622209457,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_1_Location_9_Camera_16,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 1_Location 9 Camera 16_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 1/Location 9 Camera 16/,2016,Sandy,Transect 1,Location 9,50,227180,75.72666667,19,0.621063617,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_5_Location_2_Camera_16,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 5_Location 2 Camera 16_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 5/Location 2 Camera 16/,2016,Sandy,Transect 5,Location 2,50,271990,90.66333333,23,0.619632688,no,
2018_Mudginberri_Billabong_2018_Transect_5_Location_10,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 5_Location 10_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 5/Location 10/,2018,Mudginberri,Transect 5,Location 10,47.95204795,254640,88.50508333,23,0.617352583,no,
2018_Sandy_Billabong_2018_Transect_4_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 4/,2018,Sandy,Transect 4,Location 4,50,220108,73.36933333,19,0.612526665,no,
2017_Mudginberri_Billabong_2017_Transect_1_Loction_10,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 1_Loction 10_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 1/Loction 10/,2017,Mudginberri,Transect 1,Loction 10,50,221115,73.705,19,0.606372393,no,
2017_Mudginberri_Billabong_2017_Transect_2_Location_1,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 2_Location 1_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 2/Location 1/,2017,Mudginberri,Transect 2,Location 1,50,212400,70.8,18,0.60588423,no,
2018_Mudginberri_Billabong_2018_Transect_4_Location_9,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 9_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 9/,2018,Mudginberri,Transect 4,Location 9,50,240419,80.13966667,21,0.59868121,no,
2018_Sandy_Billabong_2018_Transect_2_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 4/,2018,Sandy,Transect 2,Location 4,50,209429,69.80966667,18,0.597400021,no,
2018_Sandy_Billabong_2018_Transect_6_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 6_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 6/Location 3/,2018,Sandy,Transect 6,Location 3,50,222218,74.07266667,19,0.596198481,no,
2017_Sandy_Billabong_2017_Transect_4_Location_3,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 3_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 3/,2017,Sandy,Transect 4,Location 3,50,270266,90.08866667,23,0.595840173,no,
2018_Sandy_Billabong_2018_Transect_3_Location_4,.._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 4_,../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 4/,2018,Sandy,Transect 3,Location 4,50,217612,72.53733333,19,0.594216857,no,
2016_Channels_2016_Sandy_Videos_Sandy_Transect_5_Location_9_Camera_22,.._data_Kakadu_fish_surrounding_videos_fixed_2016_Channels 2016 Sandy Videos_Sandy_Transect 5_Location 9 Camera 22_,../data/Kakadu_fish/surrounding_videos_fixed/2016/Channels 2016 Sandy Videos/Sandy/Transect 5/Location 9 Camera 22/,2016,Sandy,Transect 5,Location 9,50,259158,86.386,22,0.592981649,no,
2017_Mudginberri_Billabong_2017_Transect_4_Location_5,.._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 5_,../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 5/,2017,Mudginberri,Transect 4,Location 5,50,249390,83.13,21,0.585351542,no,
