"","power","Class","measure","na_sum","p_mean"
"1",0.968,"High:High","MaxN",0,0.00653789226892565
"2",0.996,"High:High","meancount",0,0.00120252911937902
"3",0.623,"High:Low","MaxN",0,0.0587661930378583
"4",0.998,"High:Low","meancount",0,0.000973062771171008
"5",0.943,"Low:High","MaxN",0,0.012424305627341
"6",0.948,"Low:High","meancount",0,0.00951662800910409
"7",0.637,"Low:Low","MaxN",0,0.0639735390150262
"8",0.991,"Low:Low","meancount",0,0.00251656697712125
