"","power","Class","measure","na_sum","p_mean"
"1",0.671,"High:High","MaxN",0,0.0891257656170545
"2",0.824,"High:High","meancount",0,0.0395292141892092
"3",0.118,"High:Low","MaxN",0,0.244780907186774
"4",0.849,"High:Low","meancount",0,0.034298377694875
"5",0.629,"Low:High","MaxN",0,0.107155115289508
"6",0.646,"Low:High","meancount",0,0.0998694742433476
"7",0.145,"Low:Low","MaxN",0,0.248265636895129
"8",0.775,"Low:Low","meancount",0,0.0503821999186103
