"","power","Class","measure","na_sum","p_mean"
"1",0.859,"High:High","MaxN",0,0.0302315737631579
"2",0.955,"High:High","meancount",0,0.00909767981257239
"3",0.304,"High:Low","MaxN",0,0.142062114569719
"4",0.965,"High:Low","meancount",0,0.00899001504804462
"5",0.809,"Low:High","MaxN",0,0.0481455042385148
"6",0.831,"Low:High","meancount",0,0.0414768100181147
"7",0.349,"Low:Low","MaxN",0,0.139579068586798
"8",0.935,"Low:Low","meancount",0,0.0121368203711312
