"","power","Class","measure","na_sum","p_mean"
"1",0.796,"High:High","MaxN",0,0.0481612008484406
"2",0.821,"High:High","meancount",0,0.0423384860766888
"3",0.182,"High:Low","MaxN",0,0.184848639846467
"4",0.906,"High:Low","meancount",0,0.0219128184375331
"5",0.723,"Low:High","MaxN",0,0.0719302305700167
"6",0.728,"Low:High","meancount",0,0.0711867151777484
"7",0.229,"Low:Low","MaxN",0,0.187206379405107
"8",0.906,"Low:Low","meancount",0,0.020989144642167
