"","power","Class","measure","na_sum","p_mean"
"1",0.923,"High:High","MaxN",0,0.0170246008788456
"2",0.923,"High:High","meancount",0,0.0157753463599182
"3",0.426,"High:Low","MaxN",0,0.104540287272197
"4",0.971,"High:Low","meancount",0,0.00603781050654842
"5",0.892,"Low:High","MaxN",0,0.0226626707621335
"6",0.881,"Low:High","meancount",0,0.0233125486697013
"7",0.441,"Low:Low","MaxN",0,0.107797876387155
"8",0.978,"Low:Low","meancount",0,0.00483168835175832
