"","power","Class","measure","na_sum","p_mean"
"1",0.934,"High:High","MaxN",0,0.0139860440060489
"2",0.947,"High:High","meancount",0,0.0125422501370012
"3",0.522,"High:Low","MaxN",0,0.0778884840692192
"4",0.987,"High:Low","meancount",0,0.00276561361339472
"5",0.914,"Low:High","MaxN",0,0.0184414055611895
"6",0.918,"Low:High","meancount",0,0.018447149243458
"7",0.555,"Low:Low","MaxN",0,0.0782593320793222
"8",0.987,"Low:Low","meancount",0,0.00334421757887234
