"","power","Class","measure","na_sum","p_mean"
"1",0.859,"High:High","MaxN",0,0.0302315737631579
"2",0.898,"High:High","meancount",0,0.0210301275976948
"3",0.304,"High:Low","MaxN",0,0.142062114569719
"4",0.956,"High:Low","meancount",0,0.0105350477450025
"5",0.809,"Low:High","MaxN",0,0.0481455042385148
"6",0.817,"Low:High","meancount",0,0.0446410563398349
"7",0.349,"Low:Low","MaxN",0,0.139579068586798
"8",0.939,"Low:Low","meancount",0,0.0106887721102776
