"","power","Class","measure","na_sum","p_mean"
"1",0.671,"High:High","MaxN",0,0.0891257656170545
"2",0.684,"High:High","meancount",0,0.0794420363123183
"3",0.118,"High:Low","MaxN",0,0.244780907186774
"4",0.821,"High:Low","meancount",0,0.0380419931192327
"5",0.629,"Low:High","MaxN",0,0.107155115289508
"6",0.63,"Low:High","meancount",0,0.106817462673711
"7",0.145,"Low:Low","MaxN",0,0.248265636895129
"8",0.789,"Low:Low","meancount",0,0.0466820896587085
