"","power","Class","measure","na_sum","p_mean"
"1",0.671,"High:High","MaxN",0,0.0891257656170545
"2",0.675,"High:High","meancount",0,0.0827222006122349
"3",0.118,"High:Low","MaxN",0,0.244780907186774
"4",0.832,"High:Low","meancount",0,0.0378619963062935
"5",0.629,"Low:High","MaxN",0,0.107155115289508
"6",0.616,"Low:High","meancount",0,0.110572791139368
"7",0.145,"Low:Low","MaxN",0,0.248265636895129
"8",0.784,"Low:Low","meancount",0,0.0461333328877635
