"","power","Class","measure","na_sum","p_mean"
"1",0.923,"High:High","MaxN",0,0.0170246008788456
"2",0.915,"High:High","meancount",0,0.0171189183885866
"3",0.426,"High:Low","MaxN",0,0.104540287272197
"4",0.974,"High:Low","meancount",0,0.00580297990400728
"5",0.892,"Low:High","MaxN",0,0.0226626707621335
"6",0.865,"Low:High","meancount",0,0.0249084997281543
"7",0.441,"Low:Low","MaxN",0,0.107797876387155
"8",0.978,"Low:Low","meancount",0,0.00433280540334996
