"","power","Class","measure","na_sum","p_mean"
"1",0.968,"High:High","MaxN",0,0.00653789226892565
"2",0.978,"High:High","meancount",0,0.00532941878987102
"3",0.623,"High:Low","MaxN",0,0.0587661930378583
"4",0.994,"High:Low","meancount",0,0.00107777799879452
"5",0.943,"Low:High","MaxN",0,0.012424305627341
"6",0.937,"Low:High","meancount",0,0.0130984227945587
"7",0.637,"Low:Low","MaxN",0,0.0639735390150262
"8",0.993,"Low:Low","meancount",0,0.00215246231850548
