"","power","Class","measure","na_sum","p_mean"
"1",0.796,"High:High","MaxN",0,0.0481612008484406
"2",0.811,"High:High","meancount",0,0.0448440766987997
"3",0.182,"High:Low","MaxN",0,0.184848639846467
"4",0.904,"High:Low","meancount",0,0.0211767187960041
"5",0.723,"Low:High","MaxN",0,0.0719302305700167
"6",0.709,"Low:High","meancount",0,0.0755563772292552
"7",0.229,"Low:Low","MaxN",0,0.187206379405107
"8",0.901,"Low:Low","meancount",0,0.0200696628643966
