"","power","Class","measure","na_sum","p_mean"
"1",0.992,"High:High","MaxN",0,0.00224327358504877
"2",0.987,"High:High","meancount",0,0.00218386997531147
"3",0.796,"High:Low","MaxN",0,0.0341137910205436
"4",1,"High:Low","meancount",0,0.000185161592581806
"5",0.987,"Low:High","MaxN",0,0.00431535287709717
"6",0.978,"Low:High","meancount",0,0.00532011147181876
"7",0.775,"Low:Low","MaxN",0,0.0350059107179866
"8",0.999,"Low:Low","meancount",0,0.00026449235318138
