"","power","Class","measure","na_sum","p_mean"
"1",0.545,"High:High","MaxN",0,0.149070303799729
"2",0.423,"High:High","meancount",0,0.218546145059451
"3",0.055,"High:Low","MaxN",0,0.33452703501608
"4",0.637,"High:Low","meancount",0,0.0993667170974693
"5",0.523,"Low:High","MaxN",0,0.158639426578586
"6",0.439,"Low:High","meancount",0,0.192520807658917
"7",0.07,"Low:Low","MaxN",0,0.341318475762209
"8",0.656,"Low:Low","meancount",0,0.0996135056754626
