"","power","Class","measure","na_sum","p_mean"
"1",0.671,"High:High","MaxN",0,0.0891257656170545
"2",0.569,"High:High","meancount",0,0.121334161814499
"3",0.118,"High:Low","MaxN",0,0.244780907186774
"4",0.801,"High:Low","meancount",0,0.0463669385857933
"5",0.629,"Low:High","MaxN",0,0.107155115289508
"6",0.539,"Low:High","meancount",0,0.137453913049715
"7",0.145,"Low:Low","MaxN",0,0.248265636895129
"8",0.785,"Low:Low","meancount",0,0.0502858599627909
