"","power","Class","measure","na_sum","p_mean"
"1",0.796,"High:High","MaxN",0,0.0481612008484406
"2",0.707,"High:High","meancount",0,0.0786955468254983
"3",0.182,"High:Low","MaxN",0,0.184848639846467
"4",0.877,"High:Low","meancount",0,0.026605125812508
"5",0.723,"Low:High","MaxN",0,0.0719302305700167
"6",0.636,"Low:High","meancount",0,0.0998918914350235
"7",0.229,"Low:Low","MaxN",0,0.187206379405107
"8",0.887,"Low:Low","meancount",0,0.0236858656620901
