"","power","Class","measure","na_sum","p_mean"
"1",0.859,"High:High","MaxN",0,0.0302315737631579
"2",0.789,"High:High","meancount",0,0.0485607888591315
"3",0.304,"High:Low","MaxN",0,0.142062114569719
"4",0.938,"High:Low","meancount",0,0.0136276060749718
"5",0.809,"Low:High","MaxN",0,0.0481455042385148
"6",0.745,"Low:High","meancount",0,0.0649019732236168
"7",0.349,"Low:Low","MaxN",0,0.139579068586798
"8",0.939,"Low:Low","meancount",0,0.0125013870433024
