"","power","Class","measure","na_sum","p_mean"
"1",0.934,"High:High","MaxN",0,0.0139860440060489
"2",0.861,"High:High","meancount",0,0.032006932692916
"3",0.522,"High:Low","MaxN",0,0.0778884840692192
"4",0.979,"High:Low","meancount",0,0.0041287130988205
"5",0.914,"Low:High","MaxN",0,0.0184414055611895
"6",0.86,"Low:High","meancount",0,0.0336477251233111
"7",0.555,"Low:Low","MaxN",0,0.0782593320793222
"8",0.982,"Low:Low","meancount",0,0.00402702303502268
